"Route","Exact production URL","Title","Meta description","Canonical","Robots","H1","Heading hierarchy","Internal link destinations","Schema","Open Graph","Image count","Missing alt count","Remote image count","Published date","Modified date","Sitemap","Inbound retained-route links","Broken local links","Duplicate canonical","Orphan","Result","Notes"
"/pu-injection-waterproofing-kl-how-to-fix-wall-cracks-permanently/","https://rkrenosolution.com/pu-injection-waterproofing-kl-how-to-fix-wall-cracks-permanently/","PU Injection Waterproofing KL: How to Fix Wall Cracks Permanently - RK Reno Solution","Understand when PU injection may be considered and why the crack, water source, structure and site condition must be inspected first.","https://rkrenosolution.com/pu-injection-waterproofing-kl-how-to-fix-wall-cracks-permanently/","index, follow","PU Injection Waterproofing KL: How to Fix Wall Cracks Permanently","PASS","18","PASS","PASS","3","0","0","NOT_APPLICABLE_OR_NOT_EMITTED","NOT_APPLICABLE_OR_NOT_EMITTED","INCLUDED","12","0","NO","NO","PASS","No issue found"
"/service/building-renovation/","https://rkrenosolution.com/service/building-renovation/","building renovation - RK Reno Solution","Improve an existing residential or commercial space with a renovation scope shaped around its condition, function and intended use.","https://rkrenosolution.com/service/building-renovation/","index, follow","building renovation","PASS","18","PASS","PASS","3","0","0","NOT_APPLICABLE_OR_NOT_EMITTED","NOT_APPLICABLE_OR_NOT_EMITTED","INCLUDED","172","0","NO","NO","PASS","No issue found"
"/services/","https://rkrenosolution.com/services/","Services - RK Reno Solution","Explore renovation, repair, installation and maintenance services for residential and commercial properties in Kuala Lumpur and Selangor.","https://rkrenosolution.com/services/","index, follow","Services","PASS","18","PASS","PASS","3","0","0","NOT_APPLICABLE_OR_NOT_EMITTED","NOT_APPLICABLE_OR_NOT_EMITTED","INCLUDED","127","0","NO","NO","PASS","No issue found"
"/servis-aircond-murah-kl-the-ultimate-2026-guide-to-a-colder-home/","https://rkrenosolution.com/servis-aircond-murah-kl-the-ultimate-2026-guide-to-a-colder-home/","Servis Aircond Murah KL: The Ultimate 2026 Guide to a Colder Home - RK Reno Solution","Understand routine aircond cleaning, common warning signs and when uncertain cooling or leakage problems need inspection.","https://rkrenosolution.com/servis-aircond-murah-kl-the-ultimate-2026-guide-to-a-colder-home/","index, follow","Servis Aircond Murah KL: The Ultimate 2026 Guide to a Colder Home","PASS","19","PASS","PASS","3","0","0","NOT_APPLICABLE_OR_NOT_EMITTED","NOT_APPLICABLE_OR_NOT_EMITTED","INCLUDED","9","0","NO","NO","PASS","No issue found"
"/servis-aircond-murah-kl/","https://rkrenosolution.com/servis-aircond-murah-kl/","Servis Aircond Murah KL - RK Reno Solution","Aircond kurang sejuk, berbau atau bocor air? Dapatkan pemeriksaan, pembersihan dan cadangan servis untuk rumah atau pejabat di Kuala Lumpur.","https://rkrenosolution.com/servis-aircond-murah-kl/","index, follow","Servis Aircond Murah KL","PASS","18","PASS","PASS","3","0","0","NOT_APPLICABLE_OR_NOT_EMITTED","NOT_APPLICABLE_OR_NOT_EMITTED","INCLUDED","127","0","NO","NO","PASS","No issue found"
"/servis-cuci-rumah-kl-the-ultimate-2026-guide-to-a-spotless-home/","https://rkrenosolution.com/servis-cuci-rumah-kl-the-ultimate-2026-guide-to-a-spotless-home/","Servis Cuci Rumah KL: The Ultimate 2026 Guide to a Spotless Home - RK Reno Solution","Prepare a clear home-cleaning scope around rooms, surfaces, access, property condition and the level of cleaning required.","https://rkrenosolution.com/servis-cuci-rumah-kl-the-ultimate-2026-guide-to-a-spotless-home/","index, follow","Servis Cuci Rumah KL: The Ultimate 2026 Guide to a Spotless Home","PASS","19","PASS","PASS","3","0","0","NOT_APPLICABLE_OR_NOT_EMITTED","NOT_APPLICABLE_OR_NOT_EMITTED","INCLUDED","10","0","NO","NO","PASS","No issue found"
"/servis-cuci-rumah-kl/","https://rkrenosolution.com/servis-cuci-rumah-kl/","Servis Cuci Rumah KL - RK Reno Solution","Enquire about general, deep, move-in or move-out, and post-renovation home cleaning in Kuala Lumpur, subject to the current supported scope.","https://rkrenosolution.com/servis-cuci-rumah-kl/","index, follow","Servis Cuci Rumah KL","PASS","18","PASS","PASS","5","0","0","NOT_APPLICABLE_OR_NOT_EMITTED","NOT_APPLICABLE_OR_NOT_EMITTED","INCLUDED","87","0","NO","NO","PASS","No issue found"
"/tag/interior-finishing/","https://rkrenosolution.com/tag/interior-finishing/","Interior Finishing - RK Reno Solution","Practical guides for plaster ceilings and coordinated finishing work in renovation projects.","https://rkrenosolution.com/tag/interior-finishing/","noindex, follow","Interior Finishing","PASS","20","PASS","PASS","4","0","0","NOT_APPLICABLE_OR_NOT_EMITTED","NOT_APPLICABLE_OR_NOT_EMITTED","EXCLUDED","0","0","NO","YES","PASS","Noindex archive or utility has no retained-route inbound link"
"/tag/office-fit-out/","https://rkrenosolution.com/tag/office-fit-out/","Office Fit-Out - RK Reno Solution","Office renovation planning for Kuala Lumpur and Petaling Jaya premises, including layout, services and building requirements.","https://rkrenosolution.com/tag/office-fit-out/","noindex, follow","Office Fit-Out","PASS","20","PASS","PASS","4","0","0","NOT_APPLICABLE_OR_NOT_EMITTED","NOT_APPLICABLE_OR_NOT_EMITTED","EXCLUDED","0","0","NO","YES","PASS","Noindex archive or utility has no retained-route inbound link"
"/tag/waterproofing/","https://rkrenosolution.com/tag/waterproofing/","Waterproofing - RK Reno Solution","Leak inspection and PU injection guidance for site-dependent waterproofing decisions in Kuala Lumpur.","https://rkrenosolution.com/tag/waterproofing/","noindex, follow","Waterproofing","PASS","20","PASS","PASS","4","0","0","NOT_APPLICABLE_OR_NOT_EMITTED","NOT_APPLICABLE_OR_NOT_EMITTED","EXCLUDED","0","0","NO","YES","PASS","Noindex archive or utility has no retained-route inbound link"
"/thank-you/","https://rkrenosolution.com/thank-you/","Thank You - RK Reno Solution","Thank You! Your feedback has been submitted successfully. We appreciate your time and effort to help us improve!","https://rkrenosolution.com/thank-you/","noindex, follow","Thank You","PASS","18","PASS","PASS","2","0","0","NOT_APPLICABLE_OR_NOT_EMITTED","NOT_APPLICABLE_OR_NOT_EMITTED","EXCLUDED","0","0","NO","YES","PASS","Noindex archive or utility has no retained-route inbound link"
"/upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026/","https://rkrenosolution.com/upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026/","Upah Pasang Aircond Selangor 2026 | Harga & Pemasangan","Panduan untuk memahami komponen harga pemasangan aircond di Selangor sebelum meminta sebut harga bagi rumah, pejabat atau kedai.","https://rkrenosolution.com/upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026/","index, follow","Upah Pasang Aircond Selangor: Panduan Harga & Pemasangan (2026)","PASS","18","PASS","PASS","6","0","0","NOT_APPLICABLE_OR_NOT_EMITTED","NOT_APPLICABLE_OR_NOT_EMITTED","INCLUDED","10","0","NO","NO","PASS","No issue found"
"/upah-pasang-aircond-selangor/","https://rkrenosolution.com/upah-pasang-aircond-selangor/","Aircond Installation Selangor | Upah Pasang Aircond","Servis pemasangan aircond untuk rumah, pejabat dan kedai di Selangor, berdasarkan kapasiti unit, jarak paip, saliran, bekalan elektrik dan keadaan tapak.","https://rkrenosolution.com/upah-pasang-aircond-selangor/","index, follow","Upah Pasang Aircond Selangor untuk Rumah, Pejabat & Kedai","PASS","18","PASS","PASS","6","0","0","NOT_APPLICABLE_OR_NOT_EMITTED","NOT_APPLICABLE_OR_NOT_EMITTED","INCLUDED","83","0","NO","NO","PASS","No issue found"
"/waterproofing-contractor-kuala-lumpur-the-complete-guide-to-stopping-leaks-2026/","https://rkrenosolution.com/waterproofing-contractor-kuala-lumpur-the-complete-guide-to-stopping-leaks-2026/","Waterproofing Contractor Kuala Lumpur: The Complete Guide to Stopping Leaks (2026) - RK Reno Solution","Understand common leakage signs, inspection areas and quotation factors without assuming a permanent result before the source is assessed.","https://rkrenosolution.com/waterproofing-contractor-kuala-lumpur-the-complete-guide-to-stopping-leaks-2026/","index, follow","Waterproofing Contractor Kuala Lumpur: The Complete Guide to Stopping Leaks (2026)","PASS","18","PASS","PASS","3","0","0","NOT_APPLICABLE_OR_NOT_EMITTED","NOT_APPLICABLE_OR_NOT_EMITTED","INCLUDED","12","0","NO","NO","PASS","No issue found"
"/waterproofing-contractor-kuala-lumpur/","https://rkrenosolution.com/waterproofing-contractor-kuala-lumpur/","Waterproofing Contractor Kuala Lumpur - RK Reno Solution","Arrange inspection for roof, bathroom, balcony, wall and concrete leakage before selecting a repair or waterproofing method.","https://rkrenosolution.com/waterproofing-contractor-kuala-lumpur/","index, follow","Waterproofing Contractor Kuala Lumpur","PASS","18","PASS","PASS","3","0","0","NOT_APPLICABLE_OR_NOT_EMITTED","NOT_APPLICABLE_OR_NOT_EMITTED","INCLUDED","87","0","NO","NO","PASS","No issue found"
