"Source path","Action","Destination","Expected status","Test result","Reason","Evidence category"
"/home-10-one-page/","GONE_410","","410","PASS","Imported theme demonstration route; do not redesign or redirect it to the homepage.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/home-10/","GONE_410","","410","PASS","Imported theme demonstration route; do not redesign or redirect it to the homepage.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/home-2-2/","GONE_410","","410","PASS","Imported theme demonstration route; do not redesign or redirect it to the homepage.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/home-2-one-page/","GONE_410","","410","PASS","Imported theme demonstration route; do not redesign or redirect it to the homepage.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/home-2/","GONE_410","","410","PASS","Theme-demo alias/asset is not a public RK Reno content page.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/home-3-one-page/","GONE_410","","410","PASS","Imported theme demonstration route; do not redesign or redirect it to the homepage.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/home-3/","GONE_410","","410","PASS","Imported theme demonstration route; do not redesign or redirect it to the homepage.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/home-4-one-page/","GONE_410","","410","PASS","Imported theme demonstration route; do not redesign or redirect it to the homepage.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/home-4/","GONE_410","","410","PASS","Imported theme demonstration route; do not redesign or redirect it to the homepage.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/home-5-one-page/","GONE_410","","410","PASS","Imported theme demonstration route; do not redesign or redirect it to the homepage.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/home-5/","GONE_410","","410","PASS","Imported theme demonstration route; do not redesign or redirect it to the homepage.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/home-6-one-page/","GONE_410","","410","PASS","Imported theme demonstration route; do not redesign or redirect it to the homepage.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/home-6/","GONE_410","","410","PASS","Imported theme demonstration route; do not redesign or redirect it to the homepage.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/home-7-one-page/","GONE_410","","410","PASS","Imported theme demonstration route; do not redesign or redirect it to the homepage.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/home-8-onepage/","GONE_410","","410","PASS","Imported theme demonstration route; do not redesign or redirect it to the homepage.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/home-8/","GONE_410","","410","PASS","Imported theme demonstration route; do not redesign or redirect it to the homepage.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/home-9-one-page/","GONE_410","","410","PASS","Imported theme demonstration route; do not redesign or redirect it to the homepage.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/home-9/","GONE_410","","410","PASS","Imported theme demonstration route; do not redesign or redirect it to the homepage.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/home-renovation-contractor-in-subang-jaya/","RETAIN_200","","200","PASS","Route has clear RK Reno business or search intent and should retain its approved content.","APPROVED_STAGE_2"
"/house-renovation-in-kuala-lumpur-the-ultimate-planning-cost-guide-2026/","RETAIN_200","","200","PASS","Route has clear RK Reno business or search intent and should retain its approved content.","APPROVED_STAGE_2"
"/house-renovation-in-kuala-lumpur/","RETAIN_200","","200","PASS","Genuine priority content is retained; owner approval and shared-system review remain.","APPROVED_STAGE_2"
"/house-renovation-in-selangor-the-ultimate-2026-guide-to-extending-your-home/","RETAIN_200","","200","PASS","Route has clear RK Reno business or search intent and should retain its approved content.","APPROVED_STAGE_2"
"/house-renovation-in-selangor/","RETAIN_200","","200","PASS","Genuine priority content is retained; owner approval and shared-system review remain.","APPROVED_STAGE_2"
"/landing-page/","GONE_410","","410","PASS","Imported theme demonstration route; do not redesign or redirect it to the homepage.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/my-account/","GONE_410","","410","PASS","Published WooCommerce utility exists in the export but has no supported RK Reno sales function.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/office-renovation-in-kuala-lumpur-the-2026-corporate-guide-to-productivity/","RETAIN_200","","200","PASS","Route has clear RK Reno business or search intent and should retain its approved content.","APPROVED_STAGE_2"
"/office-renovation-in-kuala-lumpur/","RETAIN_200","","200","PASS","Route has clear RK Reno business or search intent and should retain its approved content.","APPROVED_STAGE_2"
"/office-renovation-petaling-jaya-corporate-fit-out-experts/","RETAIN_200","","200","PASS","Route has clear RK Reno business or search intent and should retain its approved content.","APPROVED_STAGE_2"
"/our-projects-2/","OWNER_DECISION_UNPUBLISHED","","404","PASS","Identity, history, testimonials, or project claims require owner-supplied authentic content.","OWNER_EVIDENCE_REQUIRED"
"/our-projects/","OWNER_DECISION_UNPUBLISHED","","404","PASS","Identity, history, testimonials, or project claims require owner-supplied authentic content.","OWNER_EVIDENCE_REQUIRED"
"/our-team/","OWNER_DECISION_UNPUBLISHED","","404","PASS","Identity, history, testimonials, or project claims require owner-supplied authentic content.","OWNER_EVIDENCE_REQUIRED"
"/pakej-deep-cleaning-rumah-kl-termasuk-pre-hari-raya/","RETAIN_200","","200","PASS","Route has clear RK Reno business or search intent and should retain its approved content.","APPROVED_STAGE_2"
"/plaster-ceiling-contractor-kl-the-ultimate-design-pricing-guide-2026/","RETAIN_200","","200","PASS","Route has clear RK Reno business or search intent and should retain its approved content.","APPROVED_STAGE_2"
"/plaster-ceiling-contractor-kl/","RETAIN_200","","200","PASS","Route has clear RK Reno business or search intent and should retain its approved content.","APPROVED_STAGE_2"
"/portfolio/axis-industrial-park/","GONE_410","","410","PASS","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/portfolio/building-a-sustainable-tomorrow/","GONE_410","","410","PASS","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/portfolio/building-excellence-through-innovation/","GONE_410","","410","PASS","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/portfolio/commercial/","EXISTING_404","","404","PASS","Remove remaining internal references; the portfolio destination is unverified theme-demo content. Linked unique article count: 0; unique introduction not established.","OBSERVED_EXISTING_404"
"/portfolio/crafting-landmark-construction-projects/","GONE_410","","410","PASS","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/portfolio/cutting-edge-strategies-for-building-success/","GONE_410","","410","PASS","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/portfolio/designing-the-future-of-urban-spaces/","GONE_410","","410","PASS","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/portfolio/electrical/","EXISTING_404","","404","PASS","Remove remaining internal references; the portfolio destination is unverified theme-demo content. Linked unique article count: 0; unique introduction not established.","OBSERVED_EXISTING_404"
"/portfolio/expert-solutions-for-modern-structures/","GONE_410","","410","PASS","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/portfolio/home-renovation/","EXISTING_404","","404","PASS","Remove remaining internal references; the portfolio destination is unverified theme-demo content. Linked unique article count: 0; unique introduction not established.","OBSERVED_EXISTING_404"
"/portfolio/innovating-the-next-generation-of-architecture/","GONE_410","","410","PASS","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/portfolio/innovative-approaches-to-construction-excellence/","GONE_410","","410","PASS","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/portfolio/innovative-construction-project-showcase/","GONE_410","","410","PASS","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/portfolio/mastering-construction-with-precision/","GONE_410","","410","PASS","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/portfolio/oakwood-residence/","GONE_410","","410","PASS","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/portfolio/office-renovation/","EXISTING_404","","404","PASS","Remove remaining internal references; the portfolio destination is unverified theme-demo content. Linked unique article count: 0; unique introduction not established.","OBSERVED_EXISTING_404"
"/portfolio/pioneering-solutions-for-architectural-excellence/","GONE_410","","410","PASS","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/portfolio/precision-craftsmanship-in-construction/","GONE_410","","410","PASS","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/portfolio/residential/","EXISTING_404","","404","PASS","Remove remaining internal references; the portfolio destination is unverified theme-demo content. Linked unique article count: 0; unique introduction not established.","OBSERVED_EXISTING_404"
"/portfolio/revolutionary-techniques-in-modern-construction/","GONE_410","","410","PASS","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/portfolio/shaping-tomorrows-built-environment/","GONE_410","","410","PASS","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/portfolio/skyline-hub/","GONE_410","","410","PASS","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/portfolio/stadium/","EXISTING_404","","404","PASS","Remove remaining internal references; the portfolio destination is unverified theme-demo content. Linked unique article count: 0; unique introduction not established.","OBSERVED_EXISTING_404"
"/portfolio/the-ivey-school-of-business/","GONE_410","","410","PASS","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/portfolio/transforming-designs-into-reality/","GONE_410","","410","PASS","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/portfolio/waterproofing/","EXISTING_404","","404","PASS","Remove remaining internal references; the portfolio destination is unverified theme-demo content. Linked unique article count: 0; unique introduction not established.","OBSERVED_EXISTING_404"
"/pricing-plan/","GONE_410","","410","PASS","Imported theme demonstration route; do not redesign or redirect it to the homepage.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/product-category/repair-expand/","GONE_410","","410","PASS","Imported WooCommerce content; no evidence RK Reno sells these products online.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/product/blackdecker-circular-saw/","GONE_410","","410","PASS","Imported WooCommerce content; no evidence RK Reno sells these products online.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/product/bosch-js470e-7-0-amp-jigsaw/","GONE_410","","410","PASS","Imported WooCommerce content; no evidence RK Reno sells these products online.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/product/cutting-circular-saw/","GONE_410","","410","PASS","Imported WooCommerce content; no evidence RK Reno sells these products online.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/product/dewalt-dwe575sb-circular-saw/","GONE_410","","410","PASS","Imported WooCommerce content; no evidence RK Reno sells these products online.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/product/festool-hk-circular-saw/","GONE_410","","410","PASS","Imported WooCommerce content; no evidence RK Reno sells these products online.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/product/makita-5007mg-magnesium-circular-saw/","GONE_410","","410","PASS","Imported WooCommerce content; no evidence RK Reno sells these products online.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/product/metabo-hpt-ripmax-pro-circular-saw/","GONE_410","","410","PASS","Imported WooCommerce content; no evidence RK Reno sells these products online.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/product/milwaukee-fuel-circular-saw/","GONE_410","","410","PASS","Imported WooCommerce content; no evidence RK Reno sells these products online.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/product/ryobi-p505-18v-circular-saw/","GONE_410","","410","PASS","Imported WooCommerce content; no evidence RK Reno sells these products online.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/product/skil-5280-01-circular-saw/","GONE_410","","410","PASS","Imported WooCommerce content; no evidence RK Reno sells these products online.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/product/vacuum-cleaner/","GONE_410","","410","PASS","Imported WooCommerce content; no evidence RK Reno sells these products online.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/product/worx-compact-circular-saw/","GONE_410","","410","PASS","Imported WooCommerce content; no evidence RK Reno sells these products online.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/pu-injection-waterproofing-kl-how-to-fix-wall-cracks-permanently/","RETAIN_200","","200","PASS","Route has clear RK Reno business or search intent and should retain its approved content.","APPROVED_STAGE_2"
"/sample-page/","GONE_410","","410","PASS","Imported theme demonstration route; do not redesign or redirect it to the homepage.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/service-category/building-architecture/","REDIRECT_301","/services/","301","PASS","Imported theme taxonomy/service intent is adequately served by the main Services page. Linked unique article count: 0; unique introduction not established.","APPROVED_ROUTE_CONSOLIDATION"
"/service-category/building-renovation/","REDIRECT_301","/services/","301","PASS","Imported theme taxonomy/service intent is adequately served by the main Services page. Linked unique article count: 0; unique introduction not established.","APPROVED_ROUTE_CONSOLIDATION"
"/service-category/flooring-roofing/","REDIRECT_301","/services/","301","PASS","Imported theme taxonomy/service intent is adequately served by the main Services page. Linked unique article count: 0; unique introduction not established.","APPROVED_ROUTE_CONSOLIDATION"
"/service-category/general-constracting/","REDIRECT_301","/services/","301","PASS","Imported theme taxonomy/service intent is adequately served by the main Services page. Linked unique article count: 0; unique introduction not established.","APPROVED_ROUTE_CONSOLIDATION"
"/service-category/interior-design/","REDIRECT_301","/services/","301","PASS","Imported theme taxonomy/service intent is adequately served by the main Services page. Linked unique article count: 0; unique introduction not established.","APPROVED_ROUTE_CONSOLIDATION"
"/service-category/repair-expand/","REDIRECT_301","/services/","301","PASS","Imported theme taxonomy/service intent is adequately served by the main Services page. Linked unique article count: 0; unique introduction not established.","APPROVED_ROUTE_CONSOLIDATION"
"/service/architecture-design/","REDIRECT_301","/services/","301","PASS","Imported theme taxonomy/service intent is adequately served by the main Services page.","APPROVED_ROUTE_CONSOLIDATION"
"/service/building-construction/","REDIRECT_301","/services/","301","PASS","Imported theme taxonomy/service intent is adequately served by the main Services page.","APPROVED_ROUTE_CONSOLIDATION"
"/service/building-renovation/","RETAIN_200","","200","PASS","Route has clear RK Reno business or search intent and should retain its approved content.","APPROVED_STAGE_2"
"/service/flooring-roofing/","REDIRECT_301","/services/","301","PASS","Imported theme taxonomy/service intent is adequately served by the main Services page.","APPROVED_ROUTE_CONSOLIDATION"
"/service/general-contracting/","REDIRECT_301","/services/","301","PASS","Imported theme taxonomy/service intent is adequately served by the main Services page.","APPROVED_ROUTE_CONSOLIDATION"
"/service/repair-expand/","REDIRECT_301","/services/","301","PASS","Imported theme taxonomy/service intent is adequately served by the main Services page.","APPROVED_ROUTE_CONSOLIDATION"
"/services/","RETAIN_200","","200","PASS","Route has clear RK Reno business or search intent and should retain its approved content.","APPROVED_STAGE_2"
"/services/%20https:/rkrenosolution.com/about-us/","EXISTING_404","","404","PASS","Malformed WordPress About link is not genuine content; originating Astro links are corrected and the invalid path remains absent.","OBSERVED_EXISTING_404"
"/servis-aircond-murah-kl-the-ultimate-2026-guide-to-a-colder-home/","RETAIN_200","","200","PASS","Route has clear RK Reno business or search intent and should retain its approved content.","APPROVED_STAGE_2"
"/servis-aircond-murah-kl/","RETAIN_200","","200","PASS","Genuine priority content is retained; owner approval and shared-system review remain.","APPROVED_STAGE_2"
"/servis-cuci-rumah-kl-the-ultimate-2026-guide-to-a-spotless-home/","RETAIN_200","","200","PASS","Route has clear RK Reno business or search intent and should retain its approved content.","APPROVED_STAGE_2"
"/servis-cuci-rumah-kl/","RETAIN_200","","200","PASS","Route has clear RK Reno business or search intent and should retain its approved content.","APPROVED_STAGE_2"
"/shop/","GONE_410","","410","PASS","Imported WooCommerce content; no evidence RK Reno sells these products online.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/tag/aircond-maintenance/","REDIRECT_301","/servis-aircond-murah-kl-the-ultimate-2026-guide-to-a-colder-home/","301","PASS","The servicing guide directly satisfies the tag intent; a separate one-card archive adds no navigation value.","APPROVED_ROUTE_CONSOLIDATION"
"/tag/ceiling-works/","REDIRECT_301","/tag/interior-finishing/","301","PASS","Exact duplicate thin archive; consolidate directly on the retained interior-finishing archive to avoid a redirect chain. Linked unique article count: 1; unique introduction not established.","APPROVED_ROUTE_CONSOLIDATION"
"/tag/cleaning/","REDIRECT_301","/category/servis-pembersihan/","301","PASS","The cleaning category preserves the same intent and adds the related deep-cleaning guide.","APPROVED_ROUTE_CONSOLIDATION"
"/tag/guide/","REDIRECT_301","/blog/","301","PASS","The primary blog archive is the genuine browsing destination for guides; the broad tag has no distinct subject.","APPROVED_ROUTE_CONSOLIDATION"
"/tag/interior-finishing/","RETAIN_200","","200","PASS","Two retained finishing-related guides support a focused archive with a more accurate title than interior design.","APPROVED_STAGE_2"
"/tag/kuala-lumpur/","REDIRECT_301","/category/servis-pembersihan/","301","PASS","Exact duplicate thin archive; consolidate on the stronger category route. Linked unique article count: 1; unique introduction not established.","APPROVED_ROUTE_CONSOLIDATION"
"/tag/office-fit-out/","RETAIN_200","","200","PASS","Two office fit-out guides provide a meaningful location-focused grouping.","APPROVED_STAGE_2"
"/tag/pemasangan-aircond/","REDIRECT_301","/upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026/","301","PASS","The retained aircond installation guide directly satisfies the old tag intent.","APPROVED_ROUTE_CONSOLIDATION"
"/tag/waterproofing/","RETAIN_200","","200","PASS","Two complementary waterproofing articles provide clear topic navigation and service context.","APPROVED_STAGE_2"
"/tag/wiring/","REDIRECT_301","/category/technical-guides/","301","PASS","Exact duplicate thin archive; consolidate on the stronger category route. Linked unique article count: 1; unique introduction not established.","APPROVED_ROUTE_CONSOLIDATION"
"/team-detail/","GONE_410","","410","PASS","Imported or obsolete utility content has no verified business purpose.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/testimonials/","OWNER_DECISION_UNPUBLISHED","","404","PASS","Identity, history, testimonials, or project claims require owner-supplied authentic content.","OWNER_EVIDENCE_REQUIRED"
"/thank-you/","RETAIN_200","","200","PASS","Useful form-flow utility; keep out of search results.","APPROVED_STAGE_2"
"/upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026/","RETAIN_200","","200","PASS","Genuine priority content is retained; owner approval and shared-system review remain.","APPROVED_STAGE_2"
"/upah-pasang-aircond-selangor/","RETAIN_200","","200","PASS","Genuine priority content is retained; owner approval and shared-system review remain.","APPROVED_STAGE_2"
"/waterproofing-contractor-kuala-lumpur-the-complete-guide-to-stopping-leaks-2026/","RETAIN_200","","200","PASS","Route has clear RK Reno business or search intent and should retain its approved content.","APPROVED_STAGE_2"
"/waterproofing-contractor-kuala-lumpur/","RETAIN_200","","200","PASS","Route has clear RK Reno business or search intent and should retain its approved content.","APPROVED_STAGE_2"
"/wishlist/","GONE_410","","410","PASS","Imported WooCommerce content; no evidence RK Reno sells these products online.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
"/wp-content/uploads/2025/01/home.svg","GONE_410","","410","PASS","Theme-demo alias/asset is not a public RK Reno content page.","DEMO_OR_UNSUPPORTED_CONTENT_REMOVAL"
