"Route","WordPress URL","Astro URL","Page type","WordPress HTTP status","Astro HTTP status","Header parity","Top-bar parity","Navigation parity","Hero parity","Section-order parity","Section-count parity","Content parity","Heading parity","Image parity","Button parity","CTA parity","Table parity","FAQ parity","Form parity","Footer parity","Desktop visual parity","Tablet visual parity","Mobile visual parity","Title parity","Meta-description parity","Canonical parity","H1 parity","Heading-hierarchy parity","Schema parity","Open Graph parity","Internal-link parity","Intentional safe differences","Reason for each difference","Corrections applied","Remaining issue","Final parity status"
"/office-renovation-in-kuala-lumpur/","https://rkrenosolution.com/office-renovation-in-kuala-lumpur/","http://127.0.0.1:4321/office-renovation-in-kuala-lumpur/","Service landing page","200","200","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","MATCH","MATCH","MATCH","MATCH","NOT_APPLICABLE","CLOSE_WITH_SAFE_CONTENT","CLOSE","CLOSE","CLOSE","MATCH","SAFE_DIFFERENCE","MATCH","MATCH","CLOSE","CLOSE","MATCH","CLOSE","Unsupported claims, counters, testimonials, warranties, ratings and exact prices excluded; Elementor/plugin/ecommerce/comment/newsletter markup excluded; Visible content restored without source-page CSS/code debris; Accessibility-valid single primary H1 retained where WordPress repeats H1 in footer CTA","Safety, accessibility, performance and native-Astro requirements override harmful WordPress output","WordPress blue/orange typography and shared chrome restored; semantic section order and long-form content restored; useful links, tables, FAQs, cards, imagery and CTA roles restored where safe","No blocker beyond documented intentional safe differences","CLOSE_PARITY_WITH_SAFE_DIFFERENCES"
"/waterproofing-contractor-kuala-lumpur/","https://rkrenosolution.com/waterproofing-contractor-kuala-lumpur/","http://127.0.0.1:4321/waterproofing-contractor-kuala-lumpur/","Service landing page","200","200","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","SAFE_DIFFERENCE","CLOSE","CLOSE","CLOSE","MATCH","MATCH","MATCH","MATCH","NOT_APPLICABLE","CLOSE_WITH_SAFE_CONTENT","CLOSE","CLOSE","CLOSE","MATCH","SAFE_DIFFERENCE","MATCH","MATCH","CLOSE","CLOSE","MATCH","CLOSE","Unsupported claims, counters, testimonials, warranties, ratings and exact prices excluded; Elementor/plugin/ecommerce/comment/newsletter markup excluded; Visible content restored without source-page CSS/code debris; Accessibility-valid single primary H1 retained where WordPress repeats H1 in footer CTA","Safety, accessibility, performance and native-Astro requirements override harmful WordPress output","WordPress blue/orange typography and shared chrome restored; semantic section order and long-form content restored; useful links, tables, FAQs, cards, imagery and CTA roles restored where safe","No blocker beyond documented intentional safe differences","CLOSE_PARITY_WITH_SAFE_DIFFERENCES"
"/plaster-ceiling-contractor-kl/","https://rkrenosolution.com/plaster-ceiling-contractor-kl/","http://127.0.0.1:4321/plaster-ceiling-contractor-kl/","Service landing page","200","200","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","SAFE_DIFFERENCE","CLOSE","CLOSE","CLOSE","MATCH","MATCH","MATCH","MATCH","NOT_APPLICABLE","CLOSE_WITH_SAFE_CONTENT","CLOSE","CLOSE","CLOSE","MATCH","SAFE_DIFFERENCE","MATCH","MATCH","CLOSE","CLOSE","MATCH","CLOSE","Unsupported claims, counters, testimonials, warranties, ratings and exact prices excluded; Elementor/plugin/ecommerce/comment/newsletter markup excluded; Visible content restored without source-page CSS/code debris; Accessibility-valid single primary H1 retained where WordPress repeats H1 in footer CTA","Safety, accessibility, performance and native-Astro requirements override harmful WordPress output","WordPress blue/orange typography and shared chrome restored; semantic section order and long-form content restored; useful links, tables, FAQs, cards, imagery and CTA roles restored where safe","No blocker beyond documented intentional safe differences","CLOSE_PARITY_WITH_SAFE_DIFFERENCES"
"/faq/","https://rkrenosolution.com/faq/","http://127.0.0.1:4321/faq/","FAQ page","200","200","CLOSE","CLOSE","CLOSE","CLOSE","SAFE_DIFFERENCE","SAFE_DIFFERENCE","CLOSE","SAFE_DIFFERENCE","CLOSE","MATCH","MATCH","MATCH","SAFE_DIFFERENCE","NOT_APPLICABLE","CLOSE_WITH_SAFE_CONTENT","CLOSE","CLOSE","CLOSE","MATCH","SAFE_DIFFERENCE","MATCH","MATCH","SAFE_DIFFERENCE","CLOSE","MATCH","CLOSE","Unsupported claims, counters, testimonials, warranties, ratings and exact prices excluded; Elementor/plugin/ecommerce/comment/newsletter markup excluded; Accessibility-valid single primary H1 retained where WordPress repeats H1 in footer CTA","Safety, accessibility, performance and native-Astro requirements override harmful WordPress output","WordPress blue/orange typography and shared chrome restored; semantic section order and long-form content restored; useful links, tables, FAQs, cards, imagery and CTA roles restored where safe","No blocker beyond documented intentional safe differences","CLOSE_PARITY_WITH_SAFE_DIFFERENCES"
"/blog/","https://rkrenosolution.com/blog/","http://127.0.0.1:4321/blog/","Blog archive","200","200","CLOSE","CLOSE","CLOSE","CLOSE","SAFE_DIFFERENCE","SAFE_DIFFERENCE","CLOSE","SAFE_DIFFERENCE","CLOSE","NOT_APPLICABLE","NOT_APPLICABLE","SAFE_DIFFERENCE","NOT_APPLICABLE","NOT_APPLICABLE","CLOSE_WITH_SAFE_CONTENT","CLOSE","CLOSE","CLOSE","MATCH","SAFE_DIFFERENCE","MATCH","MATCH","SAFE_DIFFERENCE","CLOSE","MATCH","CLOSE","Unsupported claims, counters, testimonials, warranties, ratings and exact prices excluded; Elementor/plugin/ecommerce/comment/newsletter markup excluded; Accessibility-valid single primary H1 retained where WordPress repeats H1 in footer CTA","Safety, accessibility, performance and native-Astro requirements override harmful WordPress output","WordPress blue/orange typography and shared chrome restored; semantic section order and long-form content restored; useful links, tables, FAQs, cards, imagery and CTA roles restored where safe","No blocker beyond documented intentional safe differences","CLOSE_PARITY_WITH_SAFE_DIFFERENCES"
"/commercial-retail-shop-renovation-in-kuala-lumpur/","https://rkrenosolution.com/commercial-retail-shop-renovation-in-kuala-lumpur/","http://127.0.0.1:4321/commercial-retail-shop-renovation-in-kuala-lumpur/","Article","200","200","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","SAFE_DIFFERENCE","CLOSE","MATCH","MATCH","MATCH","SAFE_DIFFERENCE","SAFE_DIFFERENCE","CLOSE_WITH_SAFE_CONTENT","CLOSE","CLOSE","CLOSE","MATCH","SAFE_DIFFERENCE","MATCH","MATCH","CLOSE","CLOSE","MATCH","CLOSE","Unsupported claims, counters, testimonials, warranties, ratings and exact prices excluded; Elementor/plugin/ecommerce/comment/newsletter markup excluded; Visible content restored without source-page CSS/code debris; Accessibility-valid single primary H1 retained where WordPress repeats H1 in footer CTA","Safety, accessibility, performance and native-Astro requirements override harmful WordPress output","WordPress blue/orange typography and shared chrome restored; semantic section order and long-form content restored; useful links, tables, FAQs, cards, imagery and CTA roles restored where safe","No blocker beyond documented intentional safe differences","CLOSE_PARITY_WITH_SAFE_DIFFERENCES"
"/office-renovation-petaling-jaya-corporate-fit-out-experts/","https://rkrenosolution.com/office-renovation-petaling-jaya-corporate-fit-out-experts/","http://127.0.0.1:4321/office-renovation-petaling-jaya-corporate-fit-out-experts/","Article","200","200","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","SAFE_DIFFERENCE","CLOSE","MATCH","MATCH","SAFE_DIFFERENCE","SAFE_DIFFERENCE","SAFE_DIFFERENCE","CLOSE_WITH_SAFE_CONTENT","CLOSE","CLOSE","CLOSE","MATCH","SAFE_DIFFERENCE","MATCH","MATCH","CLOSE","CLOSE","MATCH","CLOSE","Unsupported claims, counters, testimonials, warranties, ratings and exact prices excluded; Elementor/plugin/ecommerce/comment/newsletter markup excluded; Visible content restored without source-page CSS/code debris; Accessibility-valid single primary H1 retained where WordPress repeats H1 in footer CTA","Safety, accessibility, performance and native-Astro requirements override harmful WordPress output","WordPress blue/orange typography and shared chrome restored; semantic section order and long-form content restored; useful links, tables, FAQs, cards, imagery and CTA roles restored where safe","No blocker beyond documented intentional safe differences","CLOSE_PARITY_WITH_SAFE_DIFFERENCES"
"/waterproofing-contractor-kuala-lumpur-the-complete-guide-to-stopping-leaks-2026/","https://rkrenosolution.com/waterproofing-contractor-kuala-lumpur-the-complete-guide-to-stopping-leaks-2026/","http://127.0.0.1:4321/waterproofing-contractor-kuala-lumpur-the-complete-guide-to-stopping-leaks-2026/","Article","200","200","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","MATCH","MATCH","MATCH","SAFE_DIFFERENCE","SAFE_DIFFERENCE","CLOSE_WITH_SAFE_CONTENT","CLOSE","CLOSE","CLOSE","MATCH","SAFE_DIFFERENCE","MATCH","MATCH","CLOSE","CLOSE","MATCH","CLOSE","Unsupported claims, counters, testimonials, warranties, ratings and exact prices excluded; Elementor/plugin/ecommerce/comment/newsletter markup excluded; Visible content restored without source-page CSS/code debris; Accessibility-valid single primary H1 retained where WordPress repeats H1 in footer CTA","Safety, accessibility, performance and native-Astro requirements override harmful WordPress output","WordPress blue/orange typography and shared chrome restored; semantic section order and long-form content restored; useful links, tables, FAQs, cards, imagery and CTA roles restored where safe","No blocker beyond documented intentional safe differences","CLOSE_PARITY_WITH_SAFE_DIFFERENCES"
"/plaster-ceiling-contractor-kl-the-ultimate-design-pricing-guide-2026/","https://rkrenosolution.com/plaster-ceiling-contractor-kl-the-ultimate-design-pricing-guide-2026/","http://127.0.0.1:4321/plaster-ceiling-contractor-kl-the-ultimate-design-pricing-guide-2026/","Article","200","200","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","SAFE_DIFFERENCE","CLOSE","SAFE_DIFFERENCE","MATCH","SAFE_DIFFERENCE","SAFE_DIFFERENCE","SAFE_DIFFERENCE","CLOSE_WITH_SAFE_CONTENT","CLOSE","CLOSE","CLOSE","MATCH","SAFE_DIFFERENCE","MATCH","MATCH","CLOSE","CLOSE","MATCH","CLOSE","Unsupported claims, counters, testimonials, warranties, ratings and exact prices excluded; Elementor/plugin/ecommerce/comment/newsletter markup excluded; Visible content restored without source-page CSS/code debris; Accessibility-valid single primary H1 retained where WordPress repeats H1 in footer CTA","Safety, accessibility, performance and native-Astro requirements override harmful WordPress output","WordPress blue/orange typography and shared chrome restored; semantic section order and long-form content restored; useful links, tables, FAQs, cards, imagery and CTA roles restored where safe","No blocker beyond documented intentional safe differences","CLOSE_PARITY_WITH_SAFE_DIFFERENCES"
"/aircond-installation-kl-the-ultimate-2026-guide-rk-reno-solution/","https://rkrenosolution.com/aircond-installation-kl-the-ultimate-2026-guide-rk-reno-solution/","http://127.0.0.1:4321/aircond-installation-kl-the-ultimate-2026-guide-rk-reno-solution/","Article","200","200","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","SAFE_OWNER_MEDIA_IMPROVEMENT","MATCH","MATCH","MATCH","SAFE_DIFFERENCE","SAFE_DIFFERENCE","CLOSE_WITH_SAFE_CONTENT","CLOSE","CLOSE","CLOSE","MATCH","SAFE_DIFFERENCE","MATCH","MATCH","CLOSE","CLOSE","MATCH","CLOSE","Unsupported claims, counters, testimonials, warranties, ratings and exact prices excluded; Elementor/plugin/ecommerce/comment/newsletter markup excluded; Newer approved owner media replaces older neutral WordPress imagery; Visible content restored without source-page CSS/code debris; Accessibility-valid single primary H1 retained where WordPress repeats H1 in footer CTA","Safety, accessibility, performance and native-Astro requirements override harmful WordPress output","WordPress blue/orange typography and shared chrome restored; semantic section order and long-form content restored; useful links, tables, FAQs, cards, imagery and CTA roles restored where safe","No blocker beyond documented intentional safe differences","CLOSE_PARITY_WITH_SAFE_DIFFERENCES"
"/electrical-services-selangor-the-complete-safety-pricing-guide-2026-edition/","https://rkrenosolution.com/electrical-services-selangor-the-complete-safety-pricing-guide-2026-edition/","http://127.0.0.1:4321/electrical-services-selangor-the-complete-safety-pricing-guide-2026-edition/","Article","200","200","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","MATCH","MATCH","MATCH","SAFE_DIFFERENCE","SAFE_DIFFERENCE","CLOSE_WITH_SAFE_CONTENT","CLOSE","CLOSE","CLOSE","MATCH","SAFE_DIFFERENCE","MATCH","MATCH","CLOSE","CLOSE","MATCH","CLOSE","Unsupported claims, counters, testimonials, warranties, ratings and exact prices excluded; Elementor/plugin/ecommerce/comment/newsletter markup excluded; Visible content restored without source-page CSS/code debris; Accessibility-valid single primary H1 retained where WordPress repeats H1 in footer CTA","Safety, accessibility, performance and native-Astro requirements override harmful WordPress output","WordPress blue/orange typography and shared chrome restored; semantic section order and long-form content restored; useful links, tables, FAQs, cards, imagery and CTA roles restored where safe","No blocker beyond documented intentional safe differences","CLOSE_PARITY_WITH_SAFE_DIFFERENCES"
